label1;label2;label1_2;label2_2;sentence;filename;sentid
5;3+;2+;;Klinkt als erg veel , maar het was erg overzichtelijk , want de personages hadden allemaal zo’n ander dilemma dat je meteen doorhad wie het was .;output_part00321.sents.gz;97993_3.p.1.s.3
;;5+;;Dat doet hij nu meer nog dan in zijn vorige twee romans , die zich in het heden afspelen .;output_part00237.sents.gz;99953_3.p.1.s.6
1-;;;;Het intermezzo dat Moriarty gebruikt om Joni na te laten denken over de vriendschap en de vakantie is op zijn zachtst opmerkelijk .;output_part00366.sents.gz;108404_3.p.3.s.4
3;;3;;In het eerste verhaal maken we kennis met de gefrustreerde vierentwintigjarige Mathilde .;output_part00163.sents.gz;108857_3.p.2.s.2
4;;4-;;Het allereerste wat je denkt als je het boek ontvangt is toch wel dat het een erg dun boek is .;output_part00350.sents.gz;99637_3.p.1.s.1
3;;;;Anne ziet het niet meer zitten en overdenkt soms een scheiding en heeft er slapeloze nachten over .;output_part00362.sents.gz;98209_3.p.1.s.7
5+;;;;Vooral de wereld ( en de hotties ) zijn meer dan de moeite waard !;output_part00097.sents.gz;93211_3.p.5.s.5
;;;;Grijnzend pakt hij het glas en drinkt het leeg .;output_part00183.sents.gz;94955_3.p.1.s.19
1-;3-;3-;;Nu blijft het allemaal vrij oppervlakkig en , afgezien van Esther , zijn de personages onderbelicht en zonder veel diepgang .;output_part00291.sents.gz;91519_3.p.4.s.3
5+;;2+;;Met leuke verhalen over bekende voetballers en grappige situaties .;output_part00105.sents.gz;107083_3.p.1.s.2
;;;;Het betreft hier een Nobelprijswinnaar .;output_part00091.sents.gz;107813_3.p.4.s.3
5;;;;Voor mij was het meer een thriller dan een fantasy .;output_part00232.sents.gz;107976_3.p.9.s.6
5+;;5+;;Gelukkig verveel je je als lezer dus ook niet snel .;output_part00232.sents.gz;100481_3.p.6.s.3
1-;;2-;;"EG schrijft mij toch te gedetailleerd ; over de omgeving , de wandelroute ( hier linksom , daar rechtsom ) , de (voor)geschiedenis van de personages enz.";output_part00275.sents.gz;104763_3.p.1.s.1
3;;;;Al 8 familieleden kwamen zo aan hun einde .;output_part00304.sents.gz;118086_3.p.5.s.3
5;;;;Ik las ergens dat het boek al eens vergeleken werd met een klucht van John Lanting en daar is niets teveel mee gezegd .;output_part00176.sents.gz;98740_3.p.1.s.3
;;;;Dit kon hij vooraf niet voorspellen .;output_part00353.sents.gz;102349_3.p.1.s.7
5;;5;;Het boek is gebaseerd op ware gebeurtenissen .;output_part00316.sents.gz;96095_3.p.3.s.1
3+;;3+;;Faggiani heeft levensechte personages van deze twee mensen gemaakt .;output_part00308.sents.gz;117103_3.p.2.s.3
2;;2;;Daarnaast wordt ook het liefdesverhaal van Rabbit en Johnny beschreven , hij was haar grote liefde en zij heeft hem ook al los moeten laten .;output_part00038.sents.gz;4919_4.p.1.s.18
3;;;;Ook zijn mooie nieuwe huisgenote Samantha wil niets liever dan een nieuwe start maken .;output_part00125.sents.gz;81524_4.p.1.s.2
3;;;;Bruinja’s vuisten die hij niet aan het werk zette .;output_part00259.sents.gz;90117_4.p.9.s.5
5+;;5+;;Liefde met gebruiksaanwijzing , het tweede boek van Aline van Wijnen , is een heerlijke Nederlandse feelgood roman .;output_part00358.sents.gz;70765_4.p.1.s.1
2;;;;Want daar is de eerste wereldoorlog , de keizer in balling die opdracht geeft aan vijf personen om een gedetailleerd dagboek bij te houden .;output_part00218.sents.gz;59935_4.p.4.s.5
2;;;;Ze gaat de uitbuiting , het machtsmisbruik , de verkrachtingen , niet uit de weg .;output_part00182.sents.gz;56968_4.p.1.s.37
2;;2+;;Het deel van Sorta like a rockstar met de korte (levens)vragen tussen Amber en Pastoor Chee en de haiku’s van Soldaat Jackson kan gezien worden als een spil waar het boek om draait .;output_part00222.sents.gz;67819_4.p.2.s.1
3;;;;Haar vaste partner ligt na een motorongeluk zwaargewond in het ziekenhuis en ze wordt naar haar gevoel ‘ opgescheept ’ met een jonge knul die net van de politieacademie komt .;output_part00249.sents.gz;79195_4.p.1.s.11
1;;1;;Ook worden sommige woorden veelvuldig gebruikt zoals ‘ scannen ’ ( om een ruimte te verkennen , een klas of boekenkast ) , ‘ vliegen ’ ( om ergens snel heen lopen of rennen aan te geven ) , ‘ spotten ’ of door iemands haren ‘ woelen ’ ( wat Philana al snel na de kennismaking met Emma doet .;output_part00210.sents.gz;43031_4.p.9.s.5
2-;;2-;;Maar ik mis de echte spanning .;output_part00130.sents.gz;31169_4.p.4.s.3
3;;3;;Haar nieuwe buurman Quinten weet al vanaf het begin haar aandacht te trekken .;output_part00029.sents.gz;14859_4.p.1.s.3
2;;;;Ze stuit op een aantal verdachte sterfgevallen en alle betrokken personen worden genoemd in de brieven .;output_part00381.sents.gz;35748_4.p.2.s.3
;;;;Maar niet alleen het wat , ook het waarom speelde parten .;output_part00205.sents.gz;83255_4.p.1.s.19
5;;5;;Ik kan ‘ De fluisteraar ’ van Karin Fossum alleen maar omschrijven als bizar .;output_part00253.sents.gz;22835_4.p.5.s.1
1-;5-;2-;;Het werd soms wat langdradig , en op het eind werd het een beetje afgeraffeld , vandaar dat ik er een sterretje af houdt .;output_part00239.sents.gz;85563_4.p.4.s.4
2;;;;Dit boek bestaat uit 2 delen welke beide voorafgegaan worden door een scene uit de middeleeuwen .;output_part00178.sents.gz;78253_4.p.3.s.1
1+;;2+;;Mooi is de verweving van de twee verhaallijnen tussen heden en verleden .;output_part00067.sents.gz;20881_4.p.4.s.4
3;;3+;;Hij is leuk , charmant en geeft haar alle aandacht .;output_part00048.sents.gz;11083_4.p.4.s.2
1+;;;;Van Mersbergen beschrijft inlevend hoe een driedaags laveloos doch niet liefdeloos carnaval in alle ontreddering moet voelen .;output_part00148.sents.gz;74536_4.p.9.s.4
5;;5;;De debuutroman van Michel Klein Nulent ( 1972 ) deed me door bovenstaande regels enigszins denken aan de film Magnolia waarin het aan het einde van de film kikkers regent .;output_part00338.sents.gz;79663_4.p.2.s.1
5+;;5+;;Ik heb genoten van dit geweldige boek .;output_part00312.sents.gz;40742_4.p.2.s.5
2;;;;Het is ten slotte maar voor vier dagen en voor ze het weet zijn ze terug .;output_part00065.sents.gz;20959_4.p.1.s.14
5;;;;‘ Mau en Gerty ’ is zijn tweede boek .;output_part00250.sents.gz;37244_4.p.9.s.6
2;;;;Tijdens deze zoektocht doet Cassandra een schokkende ontdekking , veertig jaar geleden heeft zich een vreselijk drama afgespeeld in haar huis .;output_part00152.sents.gz;28703_4.p.8.s.1
5;;5-;;Globaal gezien is het een goed boek maar het is niet goed genoeg om de lezer van begin tot eind geboeid te houden .;output_part00267.sents.gz;32635_4.p.1.s.7
5;;5;;Dit boek ‘ De Weense sigarenboer ’ , is van een ander kaliber .;output_part00274.sents.gz;73108_4.p.1.s.2
;;;;Toch hoeft u zich niet te schamen als u nog nooit van haar gehoord zou hebben .;output_part00095.sents.gz;39554_4.p.1.s.3
3;;;;Jamisons familie ziet het niet zo zitten dat hij met een vrouw is die niet Navajo is .;output_part00074.sents.gz;64812_4.p.5.s.6
3;;;;Cynthia’s hardnekkigheid begint echter , heel voorzichtig , resultaten op te leveren .;output_part00040.sents.gz;17321_4.p.1.s.19
;;;;Spiijtig genoeg moest de wereld in 1974 afscheid nemen van deze uitzonderlijk getalenteerde Nederlandse cabaretier , nadat hij op 56-jarige overleed aan een hartaanval .;output_part00079.sents.gz;30103_4.p.1.s.2
3;;;;Ze laten zich over Joden uit als zijnde uitwerpselen , die twee uur in de wind stinken .;output_part00365.sents.gz;50586_4.p.3.s.4
2;;;;Nog levend , maar de omstandigheden waarin ze verkeert zijn mensonterend .;output_part00273.sents.gz;25922_4.p.2.s.5
4;;;;Er is weinig over Sarah-Kate te vinden , maar ze heeft de opleiding tot journalistiek afgerond , maar nadat ze alleen werd aangenomen om grapjes te rapporteren ging ze zoeken naar een andere manier van schrijven .;output_part00118.sents.gz;81889_4.p.6.s.1
3+;;3+;;Nina en Q groeien tijdens het verhaal en worden steeds menselijker en dit geldt ook voor de andere karakters .;output_part00310.sents.gz;28397_4.p.3.s.3
;;;;Als Voltaire , Nabokov , Erasmus en Flaubert geen schuttingtaal willen gebruiken , waarom doet een nieuwlichter het dan wel ?;output_part00252.sents.gz;32715_4.p.12.s.7
5+;;5+;;De worstelrepubliek is door de vragen die het boek oproept over zwakheid en overmacht , over angst en moed , méér dan zomaar een leuke , vlotte manga .;output_part00230.sents.gz;65709_4.p.6.s.1
5+;;5+;;Het is en blijft duidelijk een Nesbø met een als altijd verdiende hoge waardering .;output_part00042.sents.gz;10015_4.p.1.s.4
2;;2;;Het is een verhaal over de gecompliceerde relatie van een een vrouw met haar moeder , over een jeugd in armoede , een onveilige thuissituatie .;output_part00207.sents.gz;52572_4.p.3.s.1
;;;;Hierdoor ben je verantwoordelijk voor mislukte oogsten , beroerde kapsels en gebroken benen .;output_part00234.sents.gz;51982_4.p.2.s.4
5+;;5;;Een boek om te lezen als er een reis naar Java op het programma staat .;output_part00347.sents.gz;62770_4.p.3.s.1
3;;;;Nieuwsgierig geworden na de verhalen van zijn Finse oma over haar vader .;output_part00113.sents.gz;36150_4.p.1.s.8
3;;;;Maar heel Emma haar leven is vreemd .;output_part00232.sents.gz;74170_4.p.1.s.6
2;;;;Wat dan weer een prachtige gelegenheid is om over weersomstandigheden uit te weiden .;output_part00036.sents.gz;13469_4.p.5.s.7
;;;;Herinneringen die ervoor zorgen dat je nooit echt gelukkig bent .;output_part00140.sents.gz;76833_4.p.3.s.5
;;3+;;Op mijn vraag gaaf Anne zeer uitgebreid antwoord en door haar antwoord viel alles wat ik gelezen heb en hoe het eindigde eigenlijk volledig op zijn plek .;output_part00279.sents.gz;49896_4.p.9.s.5
2;;2;;We worden als lezer meegetrokken in een verhaal in een verhaal in een verhaal .;output_part00279.sents.gz;71983_4.p.1.s.2
3;;3;;Hij ervaart het werken met Gertrudes , een dode vrouw die haar lichaam ter beschikking van de wetenschap heeft gesteld , als een bijzondere ervaring .;output_part00072.sents.gz;60694_4.p.1.s.2
5+;;5;3;Koop het boek , lees het en let op wat er met Bello gebeurt .;output_part00382.sents.gz;54151_4.p.5.s.10
2;;;;Er vormen al snel twee kampen ..;output_part00241.sents.gz;44444_4.p.1.s.9
2;;2;;Zo zijn er steeds onverwachte wendingen die je als lezer weer in de war brengen .;output_part00194.sents.gz;47580_4.p.5.s.5
3;;;;Ook geeft de man hem jagerstips en geeft hij Karel een sielulintu , een houten vogeltje dat moet voorkomen dat zijn ziel verdwaalt in de spelonken van zijn herinneringen .;output_part00332.sents.gz;67854_4.p.5.s.2
;;5;;Lezen en ondertussen de tablet bij de hand houden om van alles wat er beschreven wordt meteen op te zoeken .;output_part00356.sents.gz;52212_4.p.14.s.2
5+;;5+;;Het is niet een ingewikkelde thriller waar je constant je gedachten moet bijhouden , maar een heerlijk vlot geschreven boek , mede door de korte hoofdstukken .;output_part00084.sents.gz;53617_4.p.5.s.1
2;;2;;Zo legt hij de link met een geheim genootschap dat echt heeft bestaan en worden de hoofdstukken afgewisseld met passages uit het dagboek van de overleden Martha .;output_part00038.sents.gz;8301_4.p.3.s.4
4-;;2;;Ergens vind ik dat de titel misschien iets te veel prijs geeft van het mysterie - hierdoor weet je immers al in welke kant je moet denken .;output_part00280.sents.gz;27730_4.p.1.s.12
3;;;;Zijn personage in Tom Brandt , een ex-marinier en fotograaf voor National Geographic .;output_part00320.sents.gz;77955_4.p.1.s.5
5+;;5+;;Open is Van Zelm zeker in haar boek , hulde !;output_part00253.sents.gz;68718_4.p.1.s.1
5+;;;;‘ Het zwaard van de Radch ’ was genomineerd voor alweer een Hugo en Nebula Award .;output_part00242.sents.gz;84091_4.p.1.s.33
2+;;1;;Binnen een paar regels trok ze me telkens helemaal in het verhaal .;output_part00328.sents.gz;52590_4.p.1.s.4
2+;;2+;;Andrew Gross weet een zeer realistisch beeld te schetsen van het dagelijkse leven van Auschwitz , hiervoor heeft hij veel research gedaan en gesprekken gevoerd met oud-kampbewoners .;output_part00300.sents.gz;54970_4.p.3.s.1
3;;;;Ook Jón Sigurðsson is in deze streek geboren .;output_part00029.sents.gz;4933_4.p.1.s.4
2;;;;Zij vertellen het verhaal door middel van een donkere wolk die zich transformeert tot een witte wolk in de blauwe hemel .;output_part00081.sents.gz;80145_4.p.1.s.2
2+;;2+;;Het verhaal zit heel erg goed in elkaar .;output_part00121.sents.gz;88954_4.p.1.s.4
5;;;;De gruwelijke realiteit heeft de fictie overdonderd , dus .;output_part00298.sents.gz;24044_4.p.2.s.2
4;;;;Jane Gardam ( Yorkshire , 1928 ) heeft een indrukwekkend oeuvre dat zowel romans , kortverhalen als kinderboeken omvat .;output_part00173.sents.gz;65269_4.p.2.s.1
3;;;;Het jonge koppel Laura en Nicolas verruilen Parijs voor een Provençaalse woning in het dorp .;output_part00351.sents.gz;24743_4.p.1.s.3
1+;;;;Geeft niet , want de ontwikkelingen volgen snel op elkaar , er zijn een heleboel verdachten en er spelen meerdere zaken .;output_part00105.sents.gz;55796_4.p.11.s.3
5-;;2-;;Al was het soms ook best verwarrend , want in wiens hoofd zat je nu ?;output_part00323.sents.gz;61766_4.p.1.s.4
5;;5-;;Dit zorgt voor de unieke situatie waarin de ene underdog de andere onder druk zet en de lezer , ongeacht de afloop van dit spannende draadje , gegarandeerd overloopt van medeleven maar tevens even zeker ontgoocheld achterblijft .;output_part00329.sents.gz;53093_4.p.1.s.19
5;3;;;Het is een roman met in de hoofdrollen Annabel en haar zoon David .;output_part00179.sents.gz;74212_4.p.1.s.2
2;;2;3;Elk hoofdstuk is eigenlijk een verhaal op zich dat gebonden wordt door Sofia .;output_part00344.sents.gz;88349_4.p.2.s.10
3;;;;Wanneer haar zoon Alex na langdurige vermissing dood wordt aangetroffen , stort haar wereld in .;output_part00332.sents.gz;62333_4.p.1.s.3
2;;;;Situaties die een werkdag beschrijven zoals vloekend de strijd aangaan met een appeltaart waarbij hond Max fan nummer één is .;output_part00365.sents.gz;47009_4.p.2.s.6
2;;;;Zijn tocht neemt jaren in beslag .;output_part00029.sents.gz;19039_4.p.8.s.3
;;;;Soms is het veiliger om in het donker te blijven ” .;output_part00219.sents.gz;41088_4.p.2.s.29
2;;;;Daar is op zaterdag de Vreemdelingenmarkt ( eten uit alle windrichtingen ) en op zondag de beroemde Vogeltjesmarkt .;output_part00091.sents.gz;35881_4.p.1.s.2
2;;;;Datzelfde geldt voor hoe Coben het verhaal laat eindigen .;output_part00067.sents.gz;21633_4.p.5.s.5
5+;;5+;;Ik kon het boek niet wegleggen en wilde weten hoe het Jaap-Jan zou vergaan .;output_part00291.sents.gz;48399_4.p.4.s.4
5;;5+;;"Hoewel er – smaakvolle en functionele – seksscènes in het boek zitten , is dat toch allerminst waar het om draait ; het boek gaat over vertrouwen en onvoorwaardelijke steun .";output_part00038.sents.gz;5373_4.p.1.s.2
5;;5;;Maar al snel ontpopt het boek zich in een harde thriller .;output_part00073.sents.gz;31519_4.p.1.s.7
1+;;;;Wat de zeggingskracht van het beeld alleen maar versterkt .;output_part00312.sents.gz;85124_4.p.5.s.2
2;;;;“ Bij graafwerkzaamheden op de plaats waar over enkele maanden het nieuwe winkelcentrum De Enk gaat verrijzen , zijn grondwerkers gestuit op een tot nu toe niet geïdentificeerd onthoofd lichaam . ”;output_part00173.sents.gz;58540_4.p.6.s.1
3;; ;;Ze wil een leven opbouwen zonder strijd waarin ruimte is voor gevoelens .;output_part00280.sents.gz;82337_4.p.5.s.8
5;;5;;Tel daar nog bij op dat de hele roman eigenlijk gaat om intermenselijke verhoudingen , gesymboliseert door het feit dat het gaat om mensen die elkaar allemaal collega mogen of moeten noemen en je hebt de hele roman daarmee wel gekarakteriseerd .;output_part00196.sents.gz;30752_4.p.1.s.4
5+;;;;Dat de vertaalrechten meteen internationaal verkocht werden , hoeft niet te verbazen .;output_part00194.sents.gz;53147_4.p.1.s.3
3-;;3-;;Dat wil zeggen dat de personages niet al te gecompliceerd zijn en er niet altijd sprake is van nuance en heel veel diepgang .;output_part00038.sents.gz;7369_4.p.5.s.2
;;;;Wat doet David Vann met deze mythe ?;output_part00336.sents.gz;42503_4.p.8.s.1
5+;;5+;;Maar gelukkig is het boek in het Nederlands uitstekend te lezen .;output_part00104.sents.gz;44169_4.p.3.s.1
;;;;Ze vertellen alles wat je weten moet .;output_part00050.sents.gz;4489_4.p.20.s.2
2;;;;Haar dood is taboe , maar Driek groeit verder op met het geloof dat haar dood veroorzaakt werd door een Duitse seizoensarbeider die met de oogst kwam helpen .;output_part00320.sents.gz;48423_4.p.1.s.3
5+;;2+;;Gelukkig heeft het korte verhaal me wat duidelijkheid en inzicht gegeven .;output_part00295.sents.gz;23178_4.p.2.s.3
5+;;5+;4+;Een mooi groot boek met overheerlijke recepten en prachtige bijbehorende foto’s .;output_part00173.sents.gz;26672_4.p.2.s.4
5+;;5+;;Als je van chicklits houdt , dan past dit boek zeker in het rijtje .;output_part00174.sents.gz;45697_4.p.2.s.4
;;;;Ik weet dat Alzheimer een verschrikkelijke ziekte is , maar ik heb alleen ervaring met mensen die echt in de beginfase zitten ( vanwege mijn werk als vrijwilliger in de dagopvang van een zorgcentrum ) .;output_part00100.sents.gz;51790_4.p.1.s.3
1;;2;;Het gaat dus zowel over het heden als het verleden .;output_part00216.sents.gz;46001_4.p.1.s.8
2;;3;;Maar waarom ze opgejaagd worden door de Züu en wat ze nu verder moeten gaan doen , daarover is nog niets duidelijk gemaakt .;output_part00082.sents.gz;44395_4.p.3.s.9
2;;2;;Het loopt niet helemaal af hoe ze het verwacht had .;output_part00185.sents.gz;82910_4.p.2.s.7
2;;;;Dat deze man die wist wat rechtvaardigheid was , die het had geleefd , die erbij was geweest , deze man met een ziel zo puur als sneeuw , dat hij háár verkoos , was een godswonder , een geluk zo hemels en onverdiend dat ze de dag dat hij zich teleurgesteld van haar af zou keren nu al vreesde . ';output_part00284.sents.gz;75975_4.p.6.s.2
2;;;;Maria ( Maja ) Norberg , zit in haar laatste jaar middelbaar , zij is van goede komaf , zit op een van de duurste Zweedse scholen en heeft alles wat zij maar kan wensen .;output_part00311.sents.gz;81082_4.p.1.s.1
4+;;4+;;De stamboom achteraan is erg handig .;output_part00080.sents.gz;90516_4.p.4.s.5
4+;;;;De auteur zijn fantasie lijkt wel onbegrensd .;output_part00367.sents.gz;39821_5.p.1.s.6
;;;;En daar heb ik dus geen spijt van !;output_part00280.sents.gz;53501_5.p.1.s.5
5-;;2-;;Ik heb het bij vlagen met afgrijzen zitten lezen , zeker de finale en apotheose van dit boek .;output_part00345.sents.gz;37369_5.p.4.s.5
2+;;;;Je voelt je aanwezig in het dorp en ziet de prachtige staafkerk zo voor je , en hoort de klokken in gedachten luiden .;output_part00182.sents.gz;31070_5.p.3.s.9
;;5;;Als je The Selection nog niet gelezen hebt doe je er verstandig aan deze recensie dus nog niet te lezen en snel een kopie van The Selection te kopen .;output_part00301.sents.gz;89653_5.p.2.s.3
3;;;;Het zijn stemmen die hem gezelschap houden , waarbij Binnenstem het sterkst tot uiting komt .;output_part00312.sents.gz;75230_5.p.1.s.4
3;;;;Het lijkt erop dat zij voor elkaar zijn bestemd , Finn noemt dat “ kismet ” , lotsbestemming .;output_part00066.sents.gz;20591_5.p.1.s.7
2;;2;;Maar het is niet het echte einde van het boek .;output_part00274.sents.gz;74095_5.p.5.s.2
5+;;;;Vanaf dat moment was het aftellen naar het volgende boek van dit bijzondere schrijversduo .;output_part00193.sents.gz;85329_5.p.4.s.7
2;;2;;Maar omdat Kellen hier eigenlijk ook nog helemaal nieuw in is , ervaar en ontdekte ik dat samen met hem terwijl ik het verhaal las .;output_part00162.sents.gz;83450_5.p.4.s.5
2;;;;Zijn amoureuze problemen wegens albinisme en zijn kindertijd – Beltø ’ s vader verongelukte toen hij kind was – zijn telkens weer aanleiding tot overdenkingen van Beltø die bol staan van vlijmscherp sarcasme en frisse ironie , met een bijzonder humoristische zin voor overdrijving .;output_part00123.sents.gz;47363_5.p.1.s.18
;;;;Maar wat als je overlevingsdrang te groot wordt ?;output_part00114.sents.gz;60289_5.p.2.s.3
2;;;;Na jarenlange afwezigheid keert Jennifer na een traumatische gebeurtenis in Groningen terug naar de stad waar ze is opgegroeid en gaat daar aan de slag als rechercheur .;output_part00128.sents.gz;60840_5.p.1.s.3
5;;5;;Dit is het eerst deel van de boeken van Terra Fabula geschreven door Peter Dewillis .;output_part00269.sents.gz;32493_5.p.2.s.1
2;;;;Op een vlotte manier krijg je een beeld van vlak voor- , tijdens- en vlak na de oorlog in een klein Belgisch stadje .;output_part00135.sents.gz;57801_5.p.1.s.3
;;;;Een gewone burger leeft het leven van een gewone burger in de stad , samen te vatten in : métro , boulot et dodo ( metro , werken , slapen ) .;output_part00362.sents.gz;38706_5.p.2.s.2
3;;;;Pastoor Kips de tweede hoofdpersoon in dit verhaal .Het is al net zo’n koppige man als Pol .;output_part00383.sents.gz;41879_5.p.1.s.7
5+;;5+;;Omdat Erica hier op dizzie volgens mij nog niet echt bekend is , heb ik dit boek in mijn top tien gezet .;output_part00340.sents.gz;89510_5.p.1.s.5
5;;;;Ze schreef dit boek oorspronkelijk in het Engels ( Heart-Beat ) en verzorgde zelf de vertaling in het Nederlands .;output_part00289.sents.gz;55107_5.p.8.s.2
3;;;;Welke kant zal hij uiteindelijk kiezen , de goede of de kwade kant ?;output_part00179.sents.gz;50003_5.p.6.s.3
5+;;2+;;Net als de vorige boeken , wordt dit verhaal ook weer mooi en vlot verteld , niettegenstaande een brok geschiedenis verwerkt wordt .;output_part00095.sents.gz;55675_5.p.1.s.2
3+;;2+;;Je kunt , terwijl zij in gesprek is , heerlijk mee dwalen met haar gedachten en ideeën en plots zo weer in het gesprek zitten .;output_part00322.sents.gz;47013_5.p.1.s.10
5+;;5+;;Dit is een boek waar de thrillerfan aan zijn trekken komt , maar ook romantiek wordt in dit boek niet geschuwd .;output_part00269.sents.gz;55303_5.p.1.s.3
2;;;;Na verloop van tijd blijkt dat het huwelijk geen stand kan houden , en begint de strijd over voogdij .;output_part00336.sents.gz;50519_5.p.1.s.5
1+;3;1+;;Op beeldende wijze schetst ze de dilemma’s waarvoor de hoofdpersoon Isabel komt te staan , zowel persoonlijk als in haar werk .;output_part00067.sents.gz;21145_5.p.3.s.5
2;3;3;;In elk hoofdstuk staat een ander persoon centraal , maar voornamelijk Max en zijn pleegdochter Jola .;output_part00357.sents.gz;26686_5.p.5.s.2
2;;;;Op een Londense middelbare school gaat er een verslavende , illegale game de ronde .;output_part00221.sents.gz;57254_5.p.2.s.1
5+;;;;Sinds kort begin ik te begrijpen dat Mulisch veel rijker , intrigerender , inspirerender en veelzijdiger is dan ik altijd dacht .;output_part00058.sents.gz;1469_5.p.1.s.1
5+;;5+;;Ik vond dit een heel goed boek .;output_part00263.sents.gz;39402_5.p.1.s.1
5;;;;Toen ik voor het eerst vernam dat ik voor mijn les Nederlands een spannend boek moest lezen , besloot ik om er een van Agatha Christie te nemen , want dat was immers de naam die ik associeerde met detectives .;output_part00166.sents.gz;76443_5.p.1.s.1
1;;2;;Eerder vanuit het perspectief van de hoofdpersonen , wordt deze oorlog aangehaald .;output_part00267.sents.gz;63132_5.p.1.s.7
2+;;2+;;Een mooi verhaal tegen een achtergrond die vaak gruwelijk is .;output_part00285.sents.gz;25407_5.p.1.s.2
;;;;Lijkt dat niet veel op de depressieve wanhoop van G.B. , die stelde juist dan te gaan schrijven om een moeilijke periode het hoofd te kunnen bieden ?;output_part00067.sents.gz;20269_5.p.1.s.29
1-;;2;;Na enkele oorlogen is het spannende er wel vanaf en elke volgende oorlog is een variant op het thema .;output_part00199.sents.gz;75672_5.p.2.s.8
;;;;Dit wordt niet door iedereen gewaardeerd .;output_part00031.sents.gz;2995_5.p.1.s.15
2;;;;Vier jagers in de ruige bergen , waar steenlawines de wegen haast onbegaanbaar maken , de truck herhaaldelijk in gevaar is , zijn bestuurder in nog gevaarlijker stemming om door te rijden .;output_part00276.sents.gz;48254_5.p.7.s.1
1;;1;2;Dat is enerzijds te danken aan het ik-perspectief dat de auteur toepast , maar daarnaast is het verhaal gebaseerd op haar persoonlijke , en bovenal verschrikkelijke , ervaringen .;output_part00303.sents.gz;83055_5.p.2.s.2
3;;;;Door dat ze beide bruidsmeisje / jonker zijn komen ze bij elkaar en stellen een nep huwelijk voor .;output_part00093.sents.gz;33300_5.p.1.s.5
2+;;3;;Je wordt meegesleept door Paul en de mensen die hij in Duitsland ontmoet ten tijde van de overheersing van Hitler .;output_part00325.sents.gz;87269_5.p.2.s.1
2+;;2+;;Dan het verhaal , zeer goed en levendig beschreven door de auteur .;output_part00120.sents.gz;35726_5.p.2.s.5
3;;;;Echter dan gaat haar trainer te ver en misbruikt haar .;output_part00037.sents.gz;18427_5.p.11.s.4
;;;;Of misschien inmiddels al zijn .;output_part00038.sents.gz;9349_5.p.3.s.11
5+;;5+;;Het resultaat is een heerlijke , realistische roman met naturalistische kenmerken waarbij familiebelevenissen , met op de achtergrond het familiebedrijf in de oorlogsjaren , de boventoon voeren en je als lezer een inkijk krijgt in die jaren in Groot Brittannië .;output_part00322.sents.gz;68323_5.p.5.s.1
2;1+;;;En al die gesofisticeerde kwesties gevangen in briljant gedetailleerde sfeerbeschrijvingen van het veranderende Istanboel én met een diep gevoelig verhaal over verlies .;output_part00143.sents.gz;71876_5.p.1.s.10
4+;1+;;;Deze getalenteerde auteur beschikt over een vlotte pen daar ze in staat is om moeilijk verteerbare materie om te zetten in een helder , leesbare taal .;output_part00174.sents.gz;65581_5.p.1.s.2
3;;;;Lilith die aanvankelijk in haar jonge naïviteit al zijn leugens gelooft en hondstrouw dorp na dorp verovert en in as legt , ontdekt dat de waarheid onrecht werd aangedaan en besluit om hem te ontvluchten .;output_part00067.sents.gz;20913_5.p.1.s.3
5+;;5+;;Afscheid van het boek nemen doet dan ook een beetje pijn .;output_part00047.sents.gz;15147_5.p.4.s.3
;;;;Maar dan levert het ook een denderend genot op en een bulderende jubel .;output_part00358.sents.gz;79406_5.p.4.s.3
4;;;;Ik had nog nooit van deze auteur gehoord en dus ook niets van gelezen .;output_part00137.sents.gz;85420_5.p.3.s.1
;;3+;2+;Terwijl ik me naast Marie-Laure verstopte voor het gevaar , mij adem inhield toen Werner een radiosignaal opving te midden van al het geruis in zijn ( en dus ' onze ' oren ) en mezelf betrapte op het nakijken van het brood bij het ontbijt , elke dag het brood bij het ontbijt nakijk , werd ik meegesleurd in de gebeurtenissen tijdens WO2 .;output_part00261.sents.gz;82734_5.p.1.s.12
4;;;;De schrijfster vertelt in een nawoord over de research die ze deed naar de historische feiten in het boek .;output_part00255.sents.gz;86805_5.p.4.s.1
2+;;;;Ontroerend is ook Grossmans pleidooi voor behoud van menselijke waardigheid in onmenselijke tijden .;output_part00241.sents.gz;76482_5.p.1.s.5
3;;;;Elsschot kreeg veel kritiek op het feit dat Jack Peeters in het boek blij is dat het oorlog is .;output_part00045.sents.gz;8829_5.p.7.s.1
;;;;Haar aanwezigheid wordt angstvallig geheim gehouden voor de buitenwereld .;output_part00213.sents.gz;73415_5.p.2.s.7
5+;;5+;;Hier gaat dit leuke Engelstalige boekje over .;output_part00088.sents.gz;70007_5.p.1.s.3
5+;;5+;;"Echt een aanrader en hopelijk wordt dit boek net zo populair op Dizzie als "" Haar naam was Sarah "" .";output_part00292.sents.gz;72378_5.p.1.s.6
3;;;;Josta wordt op een ochtend wakker en blijkt slachtoffer te zijn van een orgaanroof .;output_part00068.sents.gz;20865_5.p.1.s.2
5+;;5+;;Dit is werkelijk een ontzettend mooie roman die zich afspeelt in Australië en alle potenties heeft voor een verfilming .;output_part00219.sents.gz;62580_5.p.1.s.2
